wav_filename,wav_filesize,transcript
common_voice_pt_19506717.wav,140588,eu quero reservar um bar no novo méxico
common_voice_pt_19507157.wav,84524,a cena que vejo agora
common_voice_pt_19512538.wav,142124,a nuvem se moveu de maneira majestosa e desapareceu
common_voice_pt_19512614.wav,130604,um sapato bonito muitas vezes chuta uma perna
common_voice_pt_19521987.wav,119084,quantos anos tem ellie goulding
common_voice_pt_19523471.wav,203564,ajudou o dr chen a escolher uma flor na lapela
common_voice_pt_19523566.wav,122924,água de março feijão para sacos
common_voice_pt_19524909.wav,169004,roubar um porco e entregar os pés em esmola a deus
common_voice_pt_19524951.wav,84524,taiwan naquela época
common_voice_pt_19528901.wav,82988,tempo em malásia
common_voice_pt_19528920.wav,198188,os pedestres andam em torno de carros em uma rua movimentada
common_voice_pt_19528946.wav,155948,então ele não poderia ser apressado nem impaciente
common_voice_pt_19528953.wav,180524,roubar um porco e entregar os pés em esmola a deus
common_voice_pt_19529052.wav,263468,fui esticando minhas pernas desajeitadamente e sentindo meu caminho no escuro
common_voice_pt_19529157.wav,161324,um homem que rema um caiaque ao longo da costa de um rio
common_voice_pt_19530744.wav,92204,eles são muito felizes
common_voice_pt_19530833.wav,94508,qual é o problema com eleanor
common_voice_pt_19531005.wav,73004,eu tenho um lanche
common_voice_pt_19531396.wav,113708,um homem e uma mulher prestes a se beijar
common_voice_pt_19531413.wav,57644,não
common_voice_pt_19531551.wav,129068,e ele sabia que o egito estava na áfrica
common_voice_pt_19531630.wav,75308,a conta foi encerrada
common_voice_pt_19533448.wav,63788,nunca vi
common_voice_pt_19538058.wav,111404,o comerciante olhou ansiosamente para o menino
common_voice_pt_19538096.wav,190508,como o mozilla vai lidar com ambiguidades como fila e sugestão
common_voice_pt_19540008.wav,107564,o menino passou uma noite sem dormir
common_voice_pt_19540192.wav,98348,o menino passou uma noite sem dormir
common_voice_pt_19540334.wav,113708,imagens estranhas passaram pela minha mente
common_voice_pt_19540364.wav,115244,os insurgentes reuniram gravetos e madeira
common_voice_pt_19540442.wav,145964,tudo o que eles fazem realmente é procurar comida e água
common_voice_pt_19547849.wav,82988,apenas use o telefone
common_voice_pt_19547883.wav,102188,as árvores estão em muitas coisas
common_voice_pt_19798017.wav,183596,uma menina está comendo cereal fora de uma tigela branca
common_voice_pt_19798024.wav,89132,o que sim
common_voice_pt_19798619.wav,147500,um homem varrendo a calçada em frente a uma loja
common_voice_pt_19798633.wav,214316,uma cantora de cabelos loiros com botas longas ajoelha se no palco
common_voice_pt_19802243.wav,109100,duas mulheres andando e falando
common_voice_pt_19810591.wav,170540,uma menina está comendo cereal fora de uma tigela branca
common_voice_pt_19817978.wav,91436,o que sim
common_voice_pt_19817981.wav,181292,uma cantora de cabelos loiros com botas longas ajoelha se no palco
common_voice_pt_19823757.wav,172844,um grupo de homens ergue os braços para sinalizar enquanto olham para a esquerda
common_voice_pt_19826777.wav,93740,aquele que paga
common_voice_pt_19838976.wav,121388,um homem está trabalhando em cima de um telhado
common_voice_pt_19838979.wav,157484,quem paga bem eles o servem
common_voice_pt_19839093.wav,109100,um dia nublado frio em nova york
common_voice_pt_19839107.wav,136748,um dia nublado frio em nova york
common_voice_pt_19839144.wav,90668,venha socorro
common_voice_pt_19839471.wav,172844,em qualquer caso o aluno perderá o direito de reembolsar a taxa de inscrição
common_voice_pt_19839479.wav,132908,o menino de camisa azul chuta a bola de futebol
common_voice_pt_19839518.wav,157484,um homem usando um pequeno formão para fazer madeira
common_voice_pt_19839543.wav,122924,sabedoria é conhecimento usado para o bem
common_voice_pt_19839563.wav,134444,a areia é expulsa quando dois animais correm
common_voice_pt_19842922.wav,212012,um homem está sentado em uma pedra quadrada comendo seu almoço
common_voice_pt_19860757.wav,226604,eu posso ver o que acontece nos bastidores através desta abertura
common_voice_pt_19860803.wav,232748,uma jovem de camisa vermelha balança virada para baixo nos balanços
common_voice_pt_19860827.wav,175148,eu te disse que meu melhor amigo está vindo me visitar em breve
common_voice_pt_19876269.wav,184364,um homem que trabalha em algo sozinho em um ambiente industrial
common_voice_pt_19876768.wav,157484,o menino volta para casa que não é para se casar
common_voice_pt_19887534.wav,125228,água pedra e fogo fuja se puder
common_voice_pt_19887547.wav,171308,um homem com uma banca de frutas dando mudança para outro homem
common_voice_pt_19887548.wav,102188,eu abaixei meus olhos
common_voice_pt_19887578.wav,153644,duas mulheres loiras estão conversando com um homem em um estacionamento
common_voice_pt_19887592.wav,207404,o menino caucasiano na camisa listrada azul contempla comer o hotdog
common_voice_pt_19887850.wav,122924,minha viagem à bélgica foi um desastre
common_voice_pt_19893214.wav,199724,eu também então eu tento conseguir muito onde quer que eu vá
common_voice_pt_19893227.wav,176684,adicionar john tesh à minha playlist de clássicos de salsa
common_voice_pt_19893229.wav,198188,este último deve ser transportado no intervalo indicado pelo tribunal
common_voice_pt_19893256.wav,134444,jogue pandora no último fm
common_voice_pt_19893274.wav,140588,uma mulher toca um teclado na frente de um público
common_voice_pt_19893318.wav,115244,apenas trinta dias curtos
common_voice_pt_19907779.wav,214316,duas garotas jogando basquete em uniformes vermelhos e brancos
common_voice_pt_19918693.wav,215852,observar um máximo de dois campos de conhecimento na aplicação é meramente indicativo
common_voice_pt_19918715.wav,77612,bom dia
common_voice_pt_19918767.wav,92204,este cavalo tem mais de um poder de cavalo
common_voice_pt_19918771.wav,129836,educar em um novo paradigma de gestão do conhecimento
common_voice_pt_19918916.wav,159788,o homem está instalando a telha na parede do banheiro
common_voice_pt_19918958.wav,68396,ele fez muito
common_voice_pt_19918988.wav,94508,duas meninas andando na rua
common_voice_pt_19919083.wav,113708,dois jogadores de beisebol colidem
common_voice_pt_19919132.wav,120620,do bastião o melhor é a espinha
common_voice_pt_19919164.wav,89132,eu abaixei meus olhos
common_voice_pt_19919170.wav,100652,céu vermelho subindo perto
common_voice_pt_19919189.wav,125228,um homem idoso em um boné azul olhando para o chão
common_voice_pt_19919196.wav,127532,água pedra e fogo fuja se puder
common_voice_pt_19924965.wav,234284,quem teria pensado que um homem poderia mudar tudo
common_voice_pt_19928325.wav,138284,cinco homens de terno
common_voice_pt_19928350.wav,173612,ela está sendo infectada com gripe
common_voice_pt_19937846.wav,83756,o que
common_voice_pt_19937849.wav,123692,o falecido tinha que ter feito alguma armadilha
common_voice_pt_19937855.wav,111404,está frio em vigus tennessee
common_voice_pt_19937901.wav,218156,o restante dos programas de graduação conta como treinamento complementar
common_voice_pt_19937907.wav,80684,caracol
common_voice_pt_19937910.wav,202028,um homem está colocando massa de biscoito em folhas de cookie para assar
common_voice_pt_19937927.wav,238892,alguns homens asiáticos e uma mulher asiática sentado em um par de mesas
common_voice_pt_19937931.wav,194348,será quente no lugar atual duzentos e quatorze dias a partir de agora
common_voice_pt_19937934.wav,227372,uma foto de um casal andando na rua com caracteres chineses escritos na sinalização
common_voice_pt_19937937.wav,115244,peixe branco grelhado
common_voice_pt_19937940.wav,145964,para comer um pedaço de pão qualquer sardinha é boa
common_voice_pt_19937957.wav,200492,os fractais encontraram aplicações no processamento de imagens
common_voice_pt_19937960.wav,192812,este último deve ser transportado no intervalo indicado pelo tribunal
common_voice_pt_19937966.wav,144428,um close up de um homem que prende suas mãos acima no ar
common_voice_pt_19938289.wav,196652,um homem mais velho caminha pela calçada de um parque em direção ao estacionamento
common_voice_pt_19938294.wav,99116,faça pouca atenção
common_voice_pt_19938304.wav,131372,um cachorro marrom está rolando na grama
common_voice_pt_19938320.wav,201260,será entendido que qualquer licitante aceita o grau suficiente
common_voice_pt_19938325.wav,175148,meu cheque de pagamento não está chegando até a semana que vem
common_voice_pt_19945434.wav,221228,fila de cavalos de plástico que formam um passeio infantil com uma criança andando
common_voice_pt_19950856.wav,178988,uma mulher posicionou seu nariz de caiaque na água
common_voice_pt_19965614.wav,185900,um piloto usando fones de ouvido voando acima da terra
common_voice_pt_19965617.wav,166700,o homem e o menino voam o papagaio no parque
common_voice_pt_19971770.wav,198956,desde que foi consertado o carro não mostrou mais o problema
common_voice_pt_19990660.wav,147500,escolas para senhoras ensinam charme e graça
common_voice_pt_19990786.wav,147500,um homem trabalha na soldagem de um corrimão
common_voice_pt_19994617.wav,195884,a população estava aumentando exponencialmente
common_voice_pt_19994618.wav,178988,um homem se afogando vai se agarrar a um canudo
common_voice_pt_20003972.wav,159020,uma mulher está brincando no chão com um cachorro grande
common_voice_pt_20023471.wav,188204,eles estavam todos em pé quando ela escreveu
common_voice_pt_20027440.wav,184364,um rapaz usando sapatos brancos perseguindo várias galinhas
common_voice_pt_20059717.wav,183596,um músico muito tatuado está falando em um microfone
common_voice_pt_20060677.wav,123692,um homem vestindo um chapéu tirando uma soneca
common_voice_pt_20060713.wav,135980,coordenar a gestão com fornecedores
common_voice_pt_20060767.wav,180524,um casal asiático recém casado recebe pétalas de flores jogadas sobre eles
common_voice_pt_20063162.wav,136748,a voz feminina mais alta
common_voice_pt_20063165.wav,112940,um cachorro corre pela grama
common_voice_pt_20063230.wav,110636,um homem está dando um discurso
common_voice_pt_20063284.wav,126764,em julho ao sol geralmente é bom sol
common_voice_pt_20063501.wav,136748,um menino em uma camisa azul joga em uma tenda de salto
common_voice_pt_20063504.wav,107564,que tipo de papel é a melhor absorção de água
common_voice_pt_20063514.wav,103724,quem tem pão faz sopas
common_voice_pt_20063530.wav,210476,nenhuma redução será aplicada caso a diferença detectada seja inferior a cinco por cento
common_voice_pt_20063536.wav,187436,o mesmo argumento é para a terceira inscrição que reflete o legado do registrante
common_voice_pt_20063537.wav,159020,uma menina espirra na água perto de uma corrediça de água azul grande
common_voice_pt_20063560.wav,121388,um homem e uma mulher consertando alguma coisa
common_voice_pt_20063607.wav,100652,o snowboarder fica com ar sério
common_voice_pt_20063625.wav,161324,uma menina andando por uma trilha de natureza pula no ar
common_voice_pt_20063978.wav,132140,as folhas ficam marrons e amarelas no outono
common_voice_pt_20063979.wav,201260,adicionar o álbum de bernd begemann à minha lista de reprodução da minha vida
common_voice_pt_20063980.wav,119852,a enfermeira não está disposta a dar lhe o remédio
common_voice_pt_20064041.wav,166700,quatro crianças estão fazendo uma ponte de ginástica nas mãos e nos pés
common_voice_pt_20064053.wav,141356,um time de futebol joga diante de um estádio quase vazio
common_voice_pt_20064258.wav,119852,as pessoas estão reunidas em um parque
common_voice_pt_20064259.wav,113708,o que significa
common_voice_pt_20064283.wav,150572,um jovem está tirando uma foto de uma mulher em uma doca
common_voice_pt_20064304.wav,153644,uma menina está saltando de um balanço e pousando em seus pés
common_voice_pt_20064338.wav,228908,existe um grupo identificável de especialistas que a representam que acreditam e transmitem
common_voice_pt_20064358.wav,162092,homem com o pico das viúvas que alcanga acima da face da rocha
common_voice_pt_20064408.wav,102956,o problema foi resolvido
common_voice_pt_20064410.wav,129068,em breve maduro logo apodrece
common_voice_pt_20064426.wav,169004,eu me sinto como um charlatão usando esse elevador embora
common_voice_pt_20066711.wav,151340,um casal vestido com fantasias estranhas
common_voice_pt_20068931.wav,126764,procure o show card hunter
common_voice_pt_20069127.wav,140588,é exatamente o que eu queria
common_voice_pt_20078539.wav,268844,o plano ou esboço que facilita a localização geográfica de cada uma das performances
common_voice_pt_20078549.wav,213548,dois homens falaram em árabe enquanto tomavam uma bebida no bar
common_voice_pt_20078550.wav,176684,trabalhadores da construção civil a trabalhar à noite
common_voice_pt_20078552.wav,195884,um cara e uma menina apresentando objeto para o outro
common_voice_pt_20078559.wav,137516,nada arrisca nada ganha
common_voice_pt_20078591.wav,142124,a orquestra tem sua estréia hoje
common_voice_pt_20078593.wav,135980,cão preto que escava na neve branca
common_voice_pt_20078663.wav,165164,um homem pula no ar no meio de uma estrada
common_voice_pt_20078701.wav,210476,lua avermelhada e crescente vento forte
common_voice_pt_20078777.wav,160556,posso pelo menos manter a sopa de cebola
common_voice_pt_20080958.wav,176684,um homem mais velho está fazendo algodão doce enquanto outros olham
common_voice_pt_20080989.wav,188204,homem que faz uma volta sobre o concreto na frente das pessoas
common_voice_pt_20080992.wav,157484,no tempo frio há mais capa do que um chapéu
common_voice_pt_20081004.wav,234284,não há divisões nem competição nem interesses parciais nessa questão
common_voice_pt_20081006.wav,165932,mostre a programação do unborn mas esquecido
common_voice_pt_20081091.wav,148268,vibração tremulosa de uma nota
common_voice_pt_20081447.wav,139820,duas meninas montam um camelo perto da água
common_voice_pt_20081449.wav,178220,vamos betty vamos tomar uma bebida e afundar alguns
common_voice_pt_20081450.wav,194348,chegamos ao campo quando não resta muito porque está muito escuro
common_voice_pt_20081473.wav,193580,uma mulher oriental nova que senta se entre seus pertences
common_voice_pt_20081507.wav,185900,uma menina de chapéu de rosa olha para uma poça de água
common_voice_pt_20081508.wav,106796,eles tinham muito a divulgar
common_voice_pt_20081619.wav,160556,mulher que escuta o leitor de música ao fumar um cigarro
common_voice_pt_20081621.wav,185900,duas crianças estão se preparando para ir em um passeio de elefante
common_voice_pt_20081656.wav,179756,entenda o passado e tente não repetir erros no presente e no futuro
common_voice_pt_20081661.wav,170540,um jogador de rugby dá de ombros em frente a um adversário
common_voice_pt_20081670.wav,116012,quais são os horários dos filmes no bairro
common_voice_pt_20081684.wav,143660,o amigo escolhido e o irmão como ele vem
common_voice_pt_20081719.wav,145196,há tantas coisas que eu quero saber que não posso perder um segundo
common_voice_pt_20081720.wav,155180,um homem vestindo uma camisa branca e ele está se divertindo
common_voice_pt_20084795.wav,158252,dois caras bebendo e fazendo caretas
common_voice_pt_20084797.wav,108332,caminho primrose
common_voice_pt_20084805.wav,116780,ela assentiu
common_voice_pt_20084821.wav,100652,não faz sentido
common_voice_pt_20084826.wav,148268,suas últimas palavras nunca foram ouvidas
common_voice_pt_20087431.wav,117548,capelão eu agradeço
common_voice_pt_20087434.wav,205868,uma mulher está rolando seu carrinho de supermercado do outro lado da rua
common_voice_pt_20093297.wav,208172,um homem vestindo um uniforme de artes marciais está saltando pelo ar
common_voice_pt_20093298.wav,150572,meu cachorro late quando estranhos chegam
common_voice_pt_20093307.wav,221996,dois homens construindo um conjunto como para uma peça talvez
common_voice_pt_20093308.wav,140588,nossos planos agora são nebulosos
common_voice_pt_20093316.wav,208172,mais adiante examinaremos essa relação que acabamos de mencionar aqui
common_voice_pt_20093317.wav,125228,uma criança dormindo em paz
common_voice_pt_20093319.wav,230444,sacos baratos e baratos estão sendo vendidos em todos os lugares neste mercado
common_voice_pt_20093323.wav,82220,eu não concordo
common_voice_pt_20093324.wav,114476,tão doente quanto um cachorro
common_voice_pt_20093325.wav,79148,milhares
common_voice_pt_20103049.wav,281900,o bem conhecido quebra cabeça com um doce golfinho
common_voice_pt_20104656.wav,172844,as horas podem ser acumuladas a cada seis meses
common_voice_pt_20112981.wav,153644,se chover choverá o dia todo
common_voice_pt_20112983.wav,126764,outras informações veja as dobras
common_voice_pt_20112984.wav,175148,dançarina étnica fica na frente de outros artistas em um palco
common_voice_pt_20112986.wav,169004,duas crianças que estão entre dois carros vermelhos
common_voice_pt_20114615.wav,159020,um cão preto e castanho correndo em um campo
common_voice_pt_20114616.wav,176684,uma mulher batendo algo com uma rocha com uma cobaia no fundo
common_voice_pt_20114619.wav,132140,tocar boas músicas por the singing nun
common_voice_pt_20114625.wav,145196,uma mulher está verificando um celular enquanto caminhava
common_voice_pt_20114626.wav,143660,se ele tivesse isso eles também teriam isso
common_voice_pt_20114627.wav,185900,o avar é como o porco não é usado mas está morto
common_voice_pt_20114628.wav,135980,o jogador de beisebol dá um soco na bola
common_voice_pt_20114630.wav,186668,uma mulher em uma camisa azul e calça preta está consertando sua meia branca
common_voice_pt_20114632.wav,241196,as informações e conhecimentos desenvolvidos nos projetos serão de propriedade do beneficiário do projeto
common_voice_pt_20114633.wav,99884,isso rasga tanto
common_voice_pt_20114640.wav,89132,isso é tudo
common_voice_pt_20114641.wav,130604,foi um erro grave por parte do novo juiz
common_voice_pt_20114643.wav,109100,mulheres e seus filhos no parque
common_voice_pt_20115855.wav,215084,enquanto os gatos se afastam os ratos brincam
common_voice_pt_20115859.wav,148268,vamos começar tudo de novo que tal
common_voice_pt_20120104.wav,144428,homem tentando guiar um kit no deserto
common_voice_pt_20120108.wav,171308,pomares e moleiros a colheita nunca desmoronou
common_voice_pt_20120110.wav,99884,as coisas são assim
common_voice_pt_20120119.wav,221228,um macho em uma jaqueta verde aponta uma espingarda imaginária para o céu
common_voice_pt_20120120.wav,106028,é bem simples não é
common_voice_pt_20120131.wav,129068,por que a sarjeta cobre a rodada
common_voice_pt_20120141.wav,142124,um homem dando dois polegares para uma multidão
common_voice_pt_20120149.wav,163628,uma criança brinca com seu jogo de trem de brinquedo de madeira
common_voice_pt_20120150.wav,126764,uma criança sorri em um balanço da árvore
common_voice_pt_20120151.wav,176684,um homem com uma camisola amarela a apanhar um frisbee
common_voice_pt_20120154.wav,144428,ele não era um trabalhador mas ele tinha seu sangue
common_voice_pt_20120157.wav,99884,eu sempre disse isso
common_voice_pt_20120173.wav,132908,ela me disse para escrever uma peça para esta noite
common_voice_pt_20120175.wav,149804,um cachorro marrom e branco nadando na água
common_voice_pt_20120177.wav,176684,eu nunca vi essa abordagem para esta questão mas pode funcionar
common_voice_pt_20120180.wav,159788,menino novo que joga na areia com brinquedos plásticos
common_voice_pt_20120181.wav,167468,uma mulher em uma camisa de ciclismo anda de bicicleta
common_voice_pt_20120184.wav,145964,quais são os principais aplicativos para o meu celular
common_voice_pt_20120186.wav,159788,um casal em seu casamento cortando um bolo juntos
common_voice_pt_20120187.wav,226604,uma mulher e um homem fora de desfrutando da companhia uns dos outros
common_voice_pt_20120189.wav,134444,bom ou ruim quer ser parente da mulher
common_voice_pt_20120192.wav,136748,a retenção de dados não é a solução
common_voice_pt_20120194.wav,109868,feliz ano novo a todos
common_voice_pt_20120197.wav,241964,confrontada com a escolha entre cappuccino e espresso ela se decidiu por um americano
common_voice_pt_20120198.wav,172844,um tenista está se preparando para bater a bola com sua raquete
common_voice_pt_20120199.wav,199724,um homem em uma camisa xadrez fazendo um pequeno vaso de barro de terracota
common_voice_pt_20120202.wav,98348,um homem anda por uma arcada
common_voice_pt_20120203.wav,167468,isso é o que eu pensava também mas pode não ser verdade
common_voice_pt_20120204.wav,113708,qual é a programação do filme no bairro
common_voice_pt_20120205.wav,165164,o homem está correndo uma corrida está sendo aplaudido pelos espectadores
common_voice_pt_20120206.wav,203564,nosso relacionamento é respeitar nossas diferenças e manter cada um em seu campo
common_voice_pt_20120208.wav,148268,um homem sorridente com uma barba está tomando um banho de espuma
common_voice_pt_20120209.wav,109868,não é tão ruim suponho
common_voice_pt_20120210.wav,169004,uma escavadeira deixou a pedreira com cascalho grosso em sua pá
common_voice_pt_20120216.wav,132908,um violinista que joga atrás de uma sombra da gaiola
common_voice_pt_20120218.wav,132908,o alvo é o dono dos segredos da agricultura
common_voice_pt_20120219.wav,165164,cachorro correndo para fora do túnel na pista de obstáculos
common_voice_pt_20120221.wav,194348,um grupo de homens sentados em torno de uma mesa que tem garrafas vazias
common_voice_pt_20120222.wav,152108,um homem acenando e esqui aquático no meio de um lago
common_voice_pt_20120223.wav,145964,eu tenho estado muito ocupado nas últimas semanas
common_voice_pt_20120224.wav,165164,este é o jovem vestido com uma jaqueta amarela e preta
common_voice_pt_20120225.wav,86828,eu tenho que usar o banheiro
common_voice_pt_20120227.wav,140588,milhões de pessoas estão jogando no cinema
common_voice_pt_20120229.wav,153644,nelson mandela foi presidente da áfrica do sul por cinco anos
common_voice_pt_20120231.wav,190508,um menininha pulos corda através lote estacionamento
common_voice_pt_20120232.wav,142124,o mergulho do cisne estava longe de ser perfeito
common_voice_pt_20120236.wav,106028,para onde ele estava indo
common_voice_pt_20120237.wav,167468,um homem pula em direção à cesta de basquete enquanto outros assistem
common_voice_pt_20120249.wav,155948,haverá também várias surpresas para os participantes
common_voice_pt_20120250.wav,126764,as pessoas examinam livros em uma biblioteca
common_voice_pt_20120252.wav,167468,duas pessoas trabalhando tirando o lixo em seus uniformes
common_voice_pt_20120253.wav,111404,a mulher de chapéu azul está cortando comida
common_voice_pt_20120254.wav,163628,quatro humanos e quatro cães descansando na área de jantar
common_voice_pt_20120255.wav,167468,um surfista está levantando no ar em uma prancha de surf
common_voice_pt_20120256.wav,130604,um homem cai na bola durante um jogo de rúgbi
common_voice_pt_20120258.wav,136748,duas pessoas estão nas ruas segurando bandeiras
common_voice_pt_20120259.wav,130604,que ele frequentou um seminário até os dezesseis anos
common_voice_pt_20120262.wav,121388,o fato de que existe um requisito anterior
common_voice_pt_20120265.wav,142124,uma mulher trabalha no balcão de um jogo de carnaval
common_voice_pt_20120267.wav,138284,no tempo frio há mais capa do que um chapéu
common_voice_pt_20120268.wav,222764,encorajamos todos a participar ativamente obtendo seus comentários ou sugestões de mudanças
common_voice_pt_20120270.wav,125228,uma mulher em cinza olhando para a frente
common_voice_pt_20120271.wav,159788,homem mais idoso que monta o transporte público ao ler um jornal
common_voice_pt_20120272.wav,119084,novembro e fevereiro são marido e mulher
common_voice_pt_20120274.wav,132908,uma mulher em uma camiseta verde fala em um microfone
common_voice_pt_20120276.wav,132908,um cachorro preto molhado está andando na areia
common_voice_pt_20120277.wav,175148,uma mulher está sendo perseguida por uma criança na praia enquanto um homem olha
common_voice_pt_20120278.wav,132908,um homem perto de uma ponte no ato de jogar
common_voice_pt_20120280.wav,171308,por fim não se esqueça de enviar sua tarefa até esta semana
common_voice_pt_20120283.wav,106028,tocar música do youtube
common_voice_pt_20120290.wav,121388,há muito o que um corpo pode fazer
common_voice_pt_20120291.wav,163628,tem havido muita conversa acontecendo neste mundo
common_voice_pt_20120292.wav,99884,me ame ame meu cachorro
common_voice_pt_20120295.wav,152108,por favor use barras normais não barras invertidas
common_voice_pt_20120296.wav,111404,um menino está assistindo uma mulher
common_voice_pt_20120297.wav,136748,uma garota de malha rosa quente está pulando no ar
common_voice_pt_20120299.wav,125228,a questão da propriedade parece ser mais complicada
common_voice_pt_20120306.wav,122924,um grupo de homens assiste televisão
common_voice_pt_20120307.wav,211244,cães se familiarizando com a calçada enquanto seus donos se sentam nas proximidades
common_voice_pt_20120309.wav,215084,depois que o jantar descanse um tempo depois da ceia caminhe uma milha
common_voice_pt_20120310.wav,138284,um grupo de pessoas sentadas em um sofá tomando bebidas
common_voice_pt_20120311.wav,117548,crianças perseguindo a bola em um jogo de futebol
common_voice_pt_20120322.wav,169004,adicionar minha faixa à playlist de metal da velha escola
common_voice_pt_20120329.wav,117548,quando os cães pegam algo que sentem
common_voice_pt_20120330.wav,186668,criança brincando com peças de xadrez em um tabuleiro de xadrez
common_voice_pt_20120331.wav,126764,homem novo que escala sobre um corrimão
common_voice_pt_20120355.wav,122924,a retenção de dados não é a solução
common_voice_pt_20120356.wav,148268,este é o jovem vestido com uma jaqueta amarela e preta
common_voice_pt_20120357.wav,190508,confrontada com a escolha entre cappuccino e espresso ela se decidiu por um americano
common_voice_pt_20120363.wav,166700,uma escavadeira deixou a pedreira com cascalho grosso em sua pá
common_voice_pt_20120365.wav,116012,não há regra sem exceções
common_voice_pt_20120366.wav,132908,o bom vinho não precisa de um arbusto arauto
common_voice_pt_20120374.wav,160556,um policial em um cavalo cercado por espectadores
common_voice_pt_20120375.wav,121388,onde charlotte deixou as chaves
common_voice_pt_20120376.wav,146732,dois meninos jogam com um enigma em uma sala de aula
common_voice_pt_20120377.wav,169004,ele enviou os figos mas manteve as cerejas maduras
common_voice_pt_20120385.wav,200492,uma rua escura da cidade contendo uma mulher andando e muitos carros estacionados
common_voice_pt_20120386.wav,137516,um homem em um boné de beisebol azul pulando
common_voice_pt_20120387.wav,132908,várias pessoas que estabelece na praia
common_voice_pt_20120393.wav,109100,uma corrida para bater um tempo recorde
common_voice_pt_20120396.wav,156716,um homem de casaco vermelho e chapéu fala com outro homem de vermelho
common_voice_pt_20120398.wav,133676,victor e victoria gostam de viajar pela turquia
common_voice_pt_20120399.wav,178988,dois homens novos que saltam sobre dois registros de madeira grandes
common_voice_pt_20120402.wav,130604,o cachorro está sentado na encosta da colina
common_voice_pt_20120404.wav,182060,uma pessoa que monta um cavalo tentando amarrar um bezerro que está correndo deles
common_voice_pt_20120405.wav,134444,em resposta à controvérsia eles publicaram um artigo
common_voice_pt_20120406.wav,143660,a menina está usando um dispositivo flutuante na água
common_voice_pt_20120407.wav,135212,para aquela fileira muito fina o fio está quebrado
common_voice_pt_20120413.wav,162860,uma mulher de camisa azul aparece andando por um corredor estreito
common_voice_pt_20120415.wav,146732,povos africanos no desgaste tribal em um deserto
common_voice_pt_20120416.wav,139052,o cão de boa raça lembra o pão e o jogo
common_voice_pt_20120420.wav,125228,a pessoa de capuz vermelho salta da pilha de pedras
common_voice_pt_20120421.wav,92972,um avançado progressista radical
common_voice_pt_20120423.wav,144428,uma mulher está lendo enquanto mexendo com o pé em uma borda
common_voice_pt_20120427.wav,148268,pai e filha estão jogando em uma área rasa de um lago juntos
common_voice_pt_20120428.wav,135980,duas mulheres e uma menina levantam com troféus
common_voice_pt_20120429.wav,152876,nenhum homem é pior por conhecer o pior de si mesmo
common_voice_pt_20120431.wav,88364,doente de coração
common_voice_pt_20120432.wav,144428,as mulheres sentam se nos degraus lendo e bebendo
