wav_filename,wav_filesize,transcript
common_voice_pt_19277206.wav,121388,ele estava vestido apenas de pijama
common_voice_pt_19277208.wav,126764,uma mulher está bebendo de um canudo verde
common_voice_pt_19277215.wav,198188,os resultados alcançados estão muito aquém do estado da arte na classificação de imagens
common_voice_pt_19277217.wav,130604,este é um truque para obter sua simpatia
common_voice_pt_19277218.wav,119084,sinto me grata pelo tempo que passamos juntos
common_voice_pt_19277225.wav,76844,sua voz é tão feliz
common_voice_pt_19277231.wav,92204,o menino pensou em fátima
common_voice_pt_19277236.wav,106028,um cachorro atravessa o solo rochoso
common_voice_pt_19277239.wav,155948,ele vagou por um tempo mantendo as palmeiras do oásis à vista
common_voice_pt_19277242.wav,90668,o que é toda essa bagunça
common_voice_pt_19277244.wav,88364,era uma cidade recreativa
common_voice_pt_19277247.wav,115244,eu não queria casar com mais ninguém na cidade
common_voice_pt_19277250.wav,140588,eu tenho me acostumado com isso uma ou duas vezes
common_voice_pt_19277253.wav,75308,ele pediu um táxi
common_voice_pt_19277254.wav,167468,um homem de camisa preta está alcançando acima de sua cabeça
common_voice_pt_19277255.wav,125228,projetar uma interface de ação dedicada
common_voice_pt_19277258.wav,144428,um homem de terno se afasta de um prédio com longas sombras
common_voice_pt_19277264.wav,90668,agora a lua está fora
common_voice_pt_19277266.wav,159788,ela espera que seu bolo de aniversário seja rosa não roxo
common_voice_pt_19277269.wav,94508,eu não cheguei até as sessenta
common_voice_pt_19277270.wav,94508,obrigado por ler isso em voz alta
common_voice_pt_19277273.wav,94508,shakespeare nunca disse isso
common_voice_pt_19277274.wav,121388,de repente jogado no grande balde de gelo
common_voice_pt_19277276.wav,109868,agradeceram a fartura daquela noite
common_voice_pt_19277277.wav,99884,o meu teclado está com defeito
common_voice_pt_19277280.wav,152108,e a camisola se transformara num belo vestido de casamento
common_voice_pt_19277281.wav,63788,como ela era
common_voice_pt_19278118.wav,98348,o som vinha de outra sala
common_voice_pt_19278122.wav,209708,um menino pequeno vestindo shorts e sem camisa está correndo ao ar livre
common_voice_pt_19278136.wav,88364,deve ser algum tipo de piada
common_voice_pt_19278149.wav,202028,havia realmente eu acho que duas ou trezentas pessoas se acotovelam
common_voice_pt_19278150.wav,125228,subconscientemente escolha esquecer
common_voice_pt_19278152.wav,99884,verifique o diabetes encontrado
common_voice_pt_19278154.wav,106028,quanto é o seu capital nele
common_voice_pt_19278162.wav,145964,mantenha a organização no programa de área de trabalho
common_voice_pt_19278163.wav,111404,minha revisão do sol é uma estrela
common_voice_pt_19278167.wav,84524,alugue um carro por um dia
common_voice_pt_19278170.wav,194348,mas eu também estava tropeçando porque não conseguia desviar o olhar dessas coisas
common_voice_pt_19278171.wav,109868,uma jornada que nunca se cansará
common_voice_pt_19278172.wav,122924,como peter lovelace conseguiu essa arma
common_voice_pt_19278176.wav,103724,a baleia azul é um animal enorme
common_voice_pt_19278178.wav,88364,por favor não me toque
common_voice_pt_19278180.wav,67628,este é o lugar
common_voice_pt_19278181.wav,115244,eu conto vinte pedaços por dia ok
common_voice_pt_19278183.wav,144428,quais são os filmes animados que estão tocando nas proximidades
common_voice_pt_19278184.wav,84524,inspirado pela letra
common_voice_pt_19278185.wav,99884,ele já está encarregado do banco
common_voice_pt_19278188.wav,90668,é um momento de grande alegria
common_voice_pt_19278189.wav,80684,atitude otimista
common_voice_pt_19278193.wav,65324,eu queria subir
common_voice_pt_19278195.wav,190508,uma pequena orquestra de cordas toca em uma igreja onde a multidão assiste
common_voice_pt_19278196.wav,122924,meu irmão elijah caiu da sua bicicleta
common_voice_pt_19278207.wav,125228,por favor nunca jogue pizza de salame fora
common_voice_pt_19278217.wav,86828,não me pergunte como eu sei
common_voice_pt_19278225.wav,186668,havia vozes levantadas e uma espécie de luta parecia estar acontecendo
common_voice_pt_19278226.wav,115244,eu vou escrever lição de casa na sala
common_voice_pt_19278228.wav,102188,o discurso do amor está nos olhos
common_voice_pt_19278229.wav,145964,ela encheu novamente o recipiente e foi embora
common_voice_pt_19278233.wav,152108,o estranho falava de coisas que muito poucas pessoas sabiam
common_voice_pt_19278239.wav,129068,houve um baque como a queda de uma grande massa
common_voice_pt_19278241.wav,98348,o menino queria pegar a mão dela
common_voice_pt_19278243.wav,96044,remou até chegar na outra margem
common_voice_pt_19278244.wav,175148,eu aprendi coisas da ovelha e aprendi coisas do cristal ele pensou
common_voice_pt_19278246.wav,82988,essa é uma boa ideia
common_voice_pt_19278249.wav,111404,era melhor que o cheiro dos narguilés
common_voice_pt_19278250.wav,167468,o que estava ao seu lado há cinco minutos agora estava do outro lado
common_voice_pt_19278251.wav,71468,eu realmente espero
common_voice_pt_19278262.wav,199724,eles gritaram consolo e promessas e voltaram para a cidade novamente para buscar ajuda
common_voice_pt_19278264.wav,80684,ela prometeu sem pensar
common_voice_pt_19278265.wav,130604,fazer um handstand precisa de muita prática para aprender
common_voice_pt_19278268.wav,109868,e ele não estava se saindo muito melhor
common_voice_pt_19278274.wav,159788,e eu disse a harry que achava que ia ficar entediado até a morte
common_voice_pt_19278280.wav,61484,qualquer que seja
common_voice_pt_19278282.wav,155948,o homem senta se entre bicicletas ao ajustar o pneu em um
common_voice_pt_19278289.wav,149804,o presidente lutou heroicamente contra tal selvageria
common_voice_pt_19278290.wav,86828,quantidade suficiente
common_voice_pt_19278293.wav,84524,cada personagem tem uma jogada
common_voice_pt_19278311.wav,142124,a ejeção de massa coronal da estrela mascarou o sinal
common_voice_pt_19278312.wav,152108,eu pensei que o desaparafusar poderia ser automático
common_voice_pt_19278313.wav,144428,trabalhadores de construções trabalham em uma ferrovia
common_voice_pt_19278319.wav,106028,como está o tempo em austin texas
common_voice_pt_19278320.wav,115244,uma fita fina percorre o meio do campo
common_voice_pt_19278334.wav,84524,ela ensina geografia
common_voice_pt_19278336.wav,163628,a neutralidade da rede é fundamental para a liberdade de expressão
common_voice_pt_19278338.wav,134444,um cão e uma pessoa fazendo um curso de agilidade
common_voice_pt_19278354.wav,94508,o melhor filme de dois mil e dezoito
common_voice_pt_19278367.wav,76844,o transistor queimou
common_voice_pt_19278379.wav,79148,dá uma ideia da temporada
common_voice_pt_19278382.wav,88364,mas eu gosto desse jeito
common_voice_pt_19278399.wav,82988,precisamos de mais sabão
common_voice_pt_19278409.wav,79148,bem no segundo andar
common_voice_pt_19278410.wav,76844,eu não vou calar a boca
common_voice_pt_19278412.wav,86828,qual é o seu filme favorito
common_voice_pt_19278416.wav,79148,o primeiro dia passou
common_voice_pt_19278429.wav,115244,mas agora os sons dentro pararam
common_voice_pt_19278444.wav,148268,ela salvou a vida de todos os homens naquele transporte
common_voice_pt_19278445.wav,90668,o cachorro e o gato eram bons amigos
common_voice_pt_19278457.wav,99884,este é um médico muito poderoso
common_voice_pt_19278462.wav,96044,quantas visualizações tem esse clip
common_voice_pt_19278465.wav,121388,o trator estava baixando com força
common_voice_pt_19278466.wav,144428,eu acho que vou me juntar ao grupo neste final de semana
common_voice_pt_19278473.wav,63788,sem escolha
common_voice_pt_19278485.wav,140588,não consigo pensar em nenhum motivo pelo qual ela foi morta
common_voice_pt_19278502.wav,138284,o amor é a força que transforma e melhora a alma do mundo
common_voice_pt_19278504.wav,126764,mas isso me deixou sem nenhum meio honesto de apoio
common_voice_pt_19278519.wav,134444,o garoto viu um homem aparecer atrás do balcão
common_voice_pt_19278520.wav,140588,é apenas uma questão de dias até o livro ser publicado
common_voice_pt_19278531.wav,117548,é a versão digital do jornal correio da manhã
common_voice_pt_19278551.wav,88364,eu trabalho na construção civil
common_voice_pt_19278564.wav,106028,beba café e coma chocolate
common_voice_pt_19278565.wav,188204,qual valor há afinal na riqueza se não o vazio também por ela adquirido
common_voice_pt_19278571.wav,65324,doutor estranho
common_voice_pt_19278573.wav,94508,meninos e meninas e música
common_voice_pt_19278581.wav,138284,a felicidade fecha os olhos e um acidente os abre
common_voice_pt_19278592.wav,73004,a palavra era tão bela
common_voice_pt_19278610.wav,90668,então pare de agir como um
common_voice_pt_19278611.wav,61484,windows dez
common_voice_pt_19278613.wav,98348,sobre vida em marte eu não sei
common_voice_pt_19278619.wav,122924,tudo o que eles queriam era comida e água
common_voice_pt_19278621.wav,149804,o simum explodiu naquele dia como nunca havia explodido antes
common_voice_pt_19278630.wav,99884,eles se tornam parte de tudo
common_voice_pt_19278632.wav,71468,calibração completa
common_voice_pt_19278633.wav,56108,todos são
common_voice_pt_19278641.wav,169004,mas esta é uma boa oportunidade para uma oportunidade de educar
common_voice_pt_19278643.wav,73004,foi a linguagem pura do mundo
common_voice_pt_19278648.wav,88364,pode haver mais chuva no futuro
common_voice_pt_19278653.wav,65324,cenas marcantes
common_voice_pt_19278659.wav,82988,e sempre podemos voltar
common_voice_pt_19278663.wav,102188,bruna era professora de matemática
common_voice_pt_19278672.wav,73004,ligue para minha mãe
common_voice_pt_19278685.wav,165164,um casal de amigos consertando uma bicicleta de cabeça para baixo
common_voice_pt_19278687.wav,88364,como é o clima em delaware
common_voice_pt_19278691.wav,157484,o modelo pode ser inicializado com codificação esparsa
common_voice_pt_19278705.wav,149804,mas os padeiros são pessoas mais importantes que os pastores
common_voice_pt_19278715.wav,88364,a samsung é uma empresa americana
common_voice_pt_19278716.wav,102188,mulher inclinou se falando no telefone
common_voice_pt_19278736.wav,119084,pessoas no trabalho lendo os procedimentos
common_voice_pt_19278738.wav,122924,eu quero voltar para minhas ovelhas mais rápido
common_voice_pt_19284155.wav,79148,eu posso ajudá lo
common_voice_pt_19284156.wav,102188,isso não tem nada a ver com isso
common_voice_pt_19284158.wav,134444,eu acho que eles simplesmente não conseguem evitar
common_voice_pt_19284159.wav,109868,e aquela outra lua de mel em uma mina de carvão
common_voice_pt_19284160.wav,138284,meu tom indiferente é gentil e gentil
common_voice_pt_19284163.wav,113708,quanta custa essa televisão
common_voice_pt_19284165.wav,103724,preste atenção a este campo
common_voice_pt_19284166.wav,199724,os meninos balançam em um balanço verde fora de uma estrutura de madeira velha
common_voice_pt_19284169.wav,148268,no entanto era um pouco grande demais para garantia
common_voice_pt_19284170.wav,115244,ele estava deprimido e suicida
common_voice_pt_19284172.wav,99884,mas as luzes são muito bonitas
common_voice_pt_19284173.wav,125228,eu exportei o modelo no formato json
common_voice_pt_19284174.wav,65324,o que é isso
common_voice_pt_19284176.wav,113708,cadeiras de garçom são usadas para cair
common_voice_pt_19284181.wav,144428,duas crianças estão escalando uma parede de pedra
common_voice_pt_19284190.wav,90668,o chuveiro está lá dentro
common_voice_pt_19284197.wav,88364,revelando expressão duvidosa
common_voice_pt_19284198.wav,73004,foi linda keller
common_voice_pt_19284201.wav,171308,um garoto pulando para tocar um dedo do pé na frente de uma árvore
common_voice_pt_19284203.wav,86828,isso não é tão ruim
common_voice_pt_19284206.wav,82988,senhora esperta
common_voice_pt_19284207.wav,90668,eu quero ver o michel strogoff
common_voice_pt_19284208.wav,75308,eu não confio nele
common_voice_pt_19284209.wav,163628,cada local na tela está em uma determinada linha e coluna
common_voice_pt_19284210.wav,86828,tire suas armas
common_voice_pt_19284211.wav,172844,um enorme buraco havia sido feito pelo impacto do projétil
common_voice_pt_19284213.wav,134444,duas crianças estão brincando com um tambor
common_voice_pt_19284217.wav,113708,volte para sentar à esquerda
common_voice_pt_19284221.wav,152108,eu geralmente assisto à conteúdo na netflix
common_voice_pt_19284222.wav,82988,emma viu a água viva
common_voice_pt_19284223.wav,149804,um esquiador com uma jaqueta marrom faz um truque na neve
common_voice_pt_19284226.wav,152108,de repente a porta foi aberta abruptamente
common_voice_pt_19284229.wav,96044,definição de veloz
common_voice_pt_19284230.wav,106028,o grupo era de fora da cidade
common_voice_pt_19284233.wav,76844,primeira despedida
common_voice_pt_19284234.wav,82988,cachorro terá seu dia
common_voice_pt_19284235.wav,98348,até a felicidade desaparecerá
common_voice_pt_19284236.wav,86828,é o que eu quero dizer
common_voice_pt_19284239.wav,102188,isso já faz parte do cotidiano
common_voice_pt_19284240.wav,80684,esse lápis é meu
common_voice_pt_19284242.wav,102188,eles exploraram seus convidados
common_voice_pt_19284244.wav,159788,ela aproveitou sua viagem de fim de semana para o mar báltico
common_voice_pt_19284249.wav,90668,mas ele teve que seguir em frente
common_voice_pt_19284250.wav,73004,o envio falhou
common_voice_pt_19284255.wav,99884,algumas disposições das emendas
common_voice_pt_19284262.wav,125228,eu ouvi um zumbido peculiar vindo do poço
common_voice_pt_19284265.wav,125228,diferentes gotas para pessoas diferentes
common_voice_pt_19284267.wav,71468,o inverno passou
common_voice_pt_19284269.wav,106028,todos eles dizem que escreveram a carta
common_voice_pt_19284270.wav,94508,meu calendário está cheio
common_voice_pt_19284274.wav,171308,uma garota é presa a cordas de bungee enquanto a multidão atrás dela observa
common_voice_pt_19284276.wav,92204,estacionamento gratuito no hotel
common_voice_pt_19284277.wav,99884,eles queriam salvar o oásis
common_voice_pt_19284279.wav,76844,caixa de dois homens
common_voice_pt_19284280.wav,90668,apresse se e vamos sair
common_voice_pt_19284282.wav,96044,ela ergueu a bandeira de pirata
common_voice_pt_19284283.wav,117548,ela deveria estar aqui a qualquer momento
common_voice_pt_19284284.wav,169004,o homem negro na camisa quadriculada está jogando o saxofone fora
common_voice_pt_19284286.wav,180524,celso conheceu maria no mercado do tio chico enquanto esperavam no caixa
common_voice_pt_19284288.wav,130604,foi o que eu fiz antes de me casar com o charles
common_voice_pt_19284289.wav,125228,alguns caminhantes estão olhando para um mapa
common_voice_pt_19284290.wav,71468,foi o médico aqui
common_voice_pt_19284291.wav,103724,a sra jason está no telefone
common_voice_pt_19284292.wav,145964,eles foram para a cozinha na parte de trás do mosteiro
common_voice_pt_19284296.wav,94508,a camisa das minhas costas
common_voice_pt_19284300.wav,57644,demais
common_voice_pt_19284301.wav,86828,ela não respondeu nada
common_voice_pt_19284304.wav,126764,aquele que paga por último nunca paga duas vezes
common_voice_pt_19284305.wav,84524,embora um pouco verde
common_voice_pt_19284309.wav,92204,esta bobina mortal
common_voice_pt_19284311.wav,99884,somos todos humanos a final
common_voice_pt_19284314.wav,86828,como os pesos são calculados
common_voice_pt_19284316.wav,171308,cinco senhoras vestidas em cores vibrantes se divertindo dançando
common_voice_pt_19284317.wav,153644,ele modificou um jogo de t rex para um evento de natal
common_voice_pt_19284318.wav,107564,obrigado pela sua colaboração
common_voice_pt_19284326.wav,75308,por favor não me faça
common_voice_pt_19284331.wav,111404,a festa de aniversário foi uma surpresa
common_voice_pt_19284335.wav,140588,a faca foi pendurada dentro de sua bainha brilhante
common_voice_pt_19284336.wav,167468,dotada de vários equipamentos para a prática de atividades
common_voice_pt_19284337.wav,113708,a vida na encruzilhada é tão frágil
common_voice_pt_19284338.wav,96044,marte é quase inabitável
common_voice_pt_19284339.wav,73004,comboio para otaru
common_voice_pt_19284342.wav,136748,um homem e uma mulher sentada em uma mesa de jogo
common_voice_pt_19284346.wav,82988,isso é do governador
common_voice_pt_19284349.wav,94508,ele xingou inclusive o juiz
common_voice_pt_19284354.wav,102188,eu conheço essa voz em qualquer lugar
common_voice_pt_19284361.wav,82988,isso é chamado de big data
common_voice_pt_19284364.wav,80684,posso fazer algo cassie
common_voice_pt_19284366.wav,157484,raramente vi uma coleção de métodos simples e pouco motivados
common_voice_pt_19284370.wav,107564,quão triste é ouvir seus ouvidos
common_voice_pt_19284372.wav,102188,parece ser uma piada agora
common_voice_pt_19284374.wav,73004,abra o netflix
common_voice_pt_19284375.wav,86828,descubra a direção futura
common_voice_pt_19284377.wav,82988,não sei foi a resposta
common_voice_pt_19284379.wav,106028,os habitantes da cidade eram unidos
common_voice_pt_19284383.wav,80684,uso efetivo da terra
common_voice_pt_19284386.wav,96044,apenas perdendo tempo aqui
common_voice_pt_19284387.wav,115244,dois cães em um campo olhando um para o outro
common_voice_pt_19284388.wav,125228,um homem está vestindo uma camisa vermelha e colete
common_voice_pt_19284390.wav,57644,como eu sei
common_voice_pt_19284392.wav,80684,este não é o meu quarto
common_voice_pt_19284708.wav,163628,para incentivar novos empreendimentos com potencial internacional
common_voice_pt_19284712.wav,99884,eu não cheguei até os trinta e quatro
common_voice_pt_19284713.wav,138284,bens com preços são sempre os mais caros
common_voice_pt_19284715.wav,67628,pode ajudar
common_voice_pt_19284723.wav,157484,vá e fale com os chefes tribais disse o motorista do camelo
common_voice_pt_19284724.wav,88364,eu não queria atirar nele
common_voice_pt_19284725.wav,90668,minha chinchila come pão
common_voice_pt_19284736.wav,88364,mas o que eu poderia fazer
common_voice_pt_19284737.wav,121388,é bom pois assim economiza um pouco mais
common_voice_pt_19284743.wav,122924,mas aqui está a parte mais engraçada de tudo
common_voice_pt_19284746.wav,184364,a comida rápida é conveniente mas muitas vezes não é saudável
common_voice_pt_19284747.wav,86828,o causo era complicado
common_voice_pt_19284748.wav,82988,porque eu não amo ele
common_voice_pt_19284749.wav,115244,várias pessoas brincam e relaxam na praia
common_voice_pt_19284750.wav,107564,vá para a estação depois de comprá lo
common_voice_pt_19284751.wav,80684,onde é essa cidade
common_voice_pt_19284753.wav,176684,certifique se de ter os drivers mais recentes da nvidia instalados
common_voice_pt_19284754.wav,86828,o amor é o mais importante
common_voice_pt_19284756.wav,122924,apenas o treinador ainda está em treinamento
common_voice_pt_19284760.wav,84524,eu posso ter dormido demais
common_voice_pt_19284768.wav,98348,eu pensei que era peter parker
common_voice_pt_19284769.wav,75308,a massa de um corpo
common_voice_pt_19284771.wav,119084,a melhor rota talvez não seja essa
common_voice_pt_19284773.wav,194348,equipe de construção aguarda passagem pelos portões de um canteiro de obras
common_voice_pt_19284775.wav,106028,o menino aproximou seu cavalo
common_voice_pt_19284777.wav,92204,o bom e velho feijão com arroz
common_voice_pt_19284779.wav,84524,capaz de cruzar o termo
common_voice_pt_19284780.wav,84524,ligue para o meu irmão
common_voice_pt_19284781.wav,144428,afinal é para isso que existe o sindicato
common_voice_pt_19284788.wav,76844,tempero de arroz
common_voice_pt_19284790.wav,103724,envie as outras pessoas para dentro
common_voice_pt_19284791.wav,121388,eles foram para denver colorado ontem
common_voice_pt_19284792.wav,80684,o clima era cinza
common_voice_pt_19284796.wav,88364,eu acho que jamie fez isso
common_voice_pt_19284797.wav,134444,ele viu o menino aparecer do outro lado das dunas
common_voice_pt_19284798.wav,115244,a reportagem era enganosa
common_voice_pt_19284800.wav,94508,eu sou o pai dos dragões
common_voice_pt_19284801.wav,90668,mamãe realmente quer
common_voice_pt_19284802.wav,88364,não vá longe demais com dinheiro
common_voice_pt_19284818.wav,163628,eu finalmente tenho dinheiro suficiente e todo o tempo que preciso
common_voice_pt_19284830.wav,153644,um surfista masculino pega um pouco de ar de uma grande onda
common_voice_pt_19284831.wav,82988,que alegria ter um cachorro na vida
common_voice_pt_19284832.wav,106028,quais são essas coisas ele perguntou
common_voice_pt_19284840.wav,99884,a apple é doce e barata
common_voice_pt_19284842.wav,153644,um homem vestindo uma jaqueta preta olhando para baixo
common_voice_pt_19284845.wav,125228,diferença entre front end e back end
common_voice_pt_19284846.wav,63788,vamos embora
common_voice_pt_19284853.wav,198188,eu finalmente fui sozinha e voltei esta manhã me sentindo feliz e revigorada
common_voice_pt_19284854.wav,67628,alguém nos cortou
common_voice_pt_19284856.wav,102188,alguém bateu a porta vigorosamente
common_voice_pt_19284857.wav,69164,apague as luzes
common_voice_pt_19284870.wav,119084,um homem está a serrar um pedaço de madeira
common_voice_pt_19284871.wav,84524,ouça o luto da mãe
common_voice_pt_19284872.wav,103724,diga me sua localização sim
common_voice_pt_19284886.wav,69164,viva e aprenda
common_voice_pt_19284903.wav,103724,porque o cristal estava sujo
common_voice_pt_19284905.wav,130604,um menino de short preto está pulando no oceano
common_voice_pt_19284906.wav,96044,diretor disse que ele foi forçado
common_voice_pt_19284907.wav,155948,os agricultores precisam confiar no dia para comer
common_voice_pt_19284913.wav,98348,toque alguma música do green day
common_voice_pt_19284915.wav,59948,sai de lá
common_voice_pt_19284917.wav,82988,a partida de futebol
common_voice_pt_19284929.wav,119084,evidentemente somos o show de chão
common_voice_pt_19284931.wav,80684,quem inventou o computador
common_voice_pt_19284944.wav,172844,então o velho começou a inspecionar a ovelha e viu que ela era manca
common_voice_pt_19284951.wav,157484,eu olhei para o cilindro novamente e fiquei completamente apavorado
common_voice_pt_19284958.wav,88364,assim como nos velhos tempos
common_voice_pt_19284968.wav,152108,o grande cachorro preto está correndo na areia perto da praia
common_voice_pt_19284970.wav,175148,um homem se senta em uma cadeira e verifica seu telefone enquanto relaxa
common_voice_pt_19284971.wav,145964,minha mente correu sobre as possibilidades de seu conteúdo
common_voice_pt_19290421.wav,138284,o neymar jr é um famoso jogador de futebol brasileiro
common_voice_pt_19290422.wav,76844,deve haver algum jeito
common_voice_pt_19290441.wav,90668,porque eu não posso mais comer
common_voice_pt_19290457.wav,119084,a nostalgia não é o que costumava ser
common_voice_pt_19290459.wav,215084,soluções locais devem ser preferidas para soluções em nuvem em muitos casos
common_voice_pt_19290460.wav,80684,de onde veio então
common_voice_pt_19290462.wav,165164,um homem vestindo uma camisa rosa está tocando violão e cantando
common_voice_pt_19290491.wav,121388,uma pessoa nativa fazendo uma dança
common_voice_pt_19290529.wav,96044,a barreira de plástico se quebrou
common_voice_pt_19290543.wav,163628,veja as capas dos jornais e revistas de hoje completamente grátis
common_voice_pt_19290544.wav,152108,uma pequena universitária de uma escola de jornalismo
common_voice_pt_19290545.wav,88364,há um melão ao lado dele
common_voice_pt_19290549.wav,98348,eles querem voltar para o hotel
common_voice_pt_19290551.wav,65324,todos se lembram
common_voice_pt_19290552.wav,140588,e é isso que seu filho disse o anjo disse ao homem
common_voice_pt_19290554.wav,109868,o sol está descendo a montanha
common_voice_pt_19290559.wav,152108,ele tinha aproximadamente a mesma idade e altura que o menino
common_voice_pt_19290563.wav,86828,não há cortesia em tudo
common_voice_pt_19290566.wav,115244,um homem e uma criança andando lá fora
common_voice_pt_19290571.wav,61484,um erro ocorreu
common_voice_pt_19290573.wav,88364,seu compromisso foi alterado
common_voice_pt_19290575.wav,113708,comece a bater aquela máquina de escrever
common_voice_pt_19290576.wav,134444,isso sempre ajuda a aprender algo novo e excitante
common_voice_pt_19290577.wav,136748,ela e o juiz são como carne enlatada e repolho
common_voice_pt_19290579.wav,92204,volte novamente em algum momento
common_voice_pt_19290580.wav,67628,maior empresa
common_voice_pt_19290581.wav,92204,o segredo está aqui no presente
common_voice_pt_19290582.wav,106028,o xadrez é uma simulação da guerra
common_voice_pt_19290595.wav,130604,agricultores rurais trabalhando duro na terra
common_voice_pt_19290596.wav,111404,eu ouvir falar muito sobre thomas jefferson
common_voice_pt_19290597.wav,171308,o menino sentiu uma pontada no coração pensando na filha do comerciante
common_voice_pt_19290598.wav,125228,as crianças participam de um evento esportivo
common_voice_pt_19290600.wav,115244,um cão tenta pegar um grande pneu com a boca
common_voice_pt_19290601.wav,103724,desde então não consegui outro
common_voice_pt_19290602.wav,76844,vá para a sua dança
common_voice_pt_19290607.wav,52268,desligar
common_voice_pt_19290608.wav,90668,pensando que sou criança
common_voice_pt_19290623.wav,194348,o artista decora a parede com um teste padrão azul e branco original
common_voice_pt_19290624.wav,175148,uma maçã é dourada de manhã prata do meio dia e chumbo à noite
common_voice_pt_19290627.wav,136748,o céu no oeste é tingido de vermelho alaranjado
common_voice_pt_19290628.wav,71468,o que é comunidade
common_voice_pt_19290629.wav,80684,uma brisa começou a soprar
common_voice_pt_19290632.wav,99884,o encantamento foi escrito em itálico
common_voice_pt_19290635.wav,92204,design colocado ao redor
common_voice_pt_19290643.wav,171308,ao enumerar as pessoas com quem ela queria conversar com ela se acalmou
common_voice_pt_19290644.wav,99884,realmente há um oitenta e sete
common_voice_pt_19290646.wav,153644,a mesa e as duas cadeiras estavam pintadas de bege
common_voice_pt_19290653.wav,180524,ao treinar um modelo todos os fonemas culturais precisam ser avaliados
common_voice_pt_19290656.wav,161324,uma tarde um de seus servos adoeceu e parecia que ele iria morrer
common_voice_pt_19290668.wav,88364,uma noite o pai teve um sonho
common_voice_pt_19290673.wav,98348,mas ninguém realmente a viu morrer
common_voice_pt_19290684.wav,88364,quais são as novidades para hoje
common_voice_pt_19290685.wav,53804,ele grita
common_voice_pt_19290687.wav,98348,o garoto gostou do presente dele
common_voice_pt_19290693.wav,57644,na minha mente
common_voice_pt_19290695.wav,96044,eu não consegui descobrir o motivo
common_voice_pt_19290696.wav,92204,a exibição estava abaixo do esperado
