wav_filename,wav_filesize,transcript
common_voice_pt_19273358.wav,130604,estamos aqui para pedir emprestado
common_voice_pt_19273360.wav,98348,precisamos nos apressar
common_voice_pt_19273362.wav,130604,a necessidade é o pai na inovação
common_voice_pt_19648425.wav,151340,cavaleiro da bicicleta pulando obstáculos
common_voice_pt_19648427.wav,208172,uma menina pendura de cabeça para baixo em um balanço em um parque
common_voice_pt_19639050.wav,178220,algumas pessoas estão examinando vinhos em uma mesa
common_voice_pt_19907773.wav,165164,ela estava esperando por sua resposta
common_voice_pt_19907775.wav,162092,as pessoas estão andando por um shopping center
common_voice_pt_19907777.wav,151340,jogue o novo mundo no tubarão groove
common_voice_pt_19876766.wav,73004,quem foi
common_voice_pt_19876767.wav,126764,antes que morresse ele seria saciado
common_voice_pt_19284416.wav,132140,nenhuma interrupção até hoje
common_voice_pt_19284417.wav,144428,vamos parar este disse outro comandante
common_voice_pt_19284418.wav,162092,trezentos e quarenta e duas pessoas foram convidadas
common_voice_pt_19284419.wav,162860,venha antes do tempo acordado
common_voice_pt_19457257.wav,178988,nenhum estudioso se atreve a dizer que está certo
common_voice_pt_19457259.wav,153644,eu fico mais chutando dessa maneira
common_voice_pt_19457260.wav,165164,um homem de camisa branca fuma enquanto dá instruções
common_voice_pt_19312908.wav,122924,essa mulher é bonita
common_voice_pt_19312911.wav,89900,notarização
common_voice_pt_19312912.wav,138284,ficando um monte de coisas erradas
common_voice_pt_19426602.wav,271148,várias pessoas estão colhendo culturas em um mercado urbano
common_voice_pt_19426603.wav,207404,donald trump e barack obama não são bons amigos
common_voice_pt_19426605.wav,142124,o mesmo livro que me ensinou sobre urim e tumim
common_voice_pt_19426606.wav,103724,subindo para ver erin
common_voice_pt_19401511.wav,152108,a girafa ficou com medo
common_voice_pt_19401512.wav,134444,ela retraiu sua declaração
common_voice_pt_19401513.wav,226604,era no entanto ainda estava tão quente de seu voo pelo ar
common_voice_pt_19401514.wav,122924,um grupo de mulheres cantando juntas
common_voice_pt_19350525.wav,186668,um jovem está carregando algo em um grande saco de lixo de plástico preto
common_voice_pt_19350526.wav,126764,invadir o yuan legislativo
common_voice_pt_19350527.wav,117548,mas use os para comprar seu rebanho
common_voice_pt_19451738.wav,189740,quase dá a ele a sensação de que ele não era desejado
common_voice_pt_19451739.wav,206636,quatro homens grandes estão comendo juntos no que parece ser um concurso de comida
common_voice_pt_19451741.wav,95276,sua ansiedade explodiu
common_voice_pt_19451742.wav,69164,não
common_voice_pt_19401581.wav,184364,a velha panela estava coberta de calda dura
common_voice_pt_19401582.wav,99116,ele alugou um flat
common_voice_pt_19401583.wav,123692,homem toca guitarra para bebezinho
common_voice_pt_19401584.wav,219692,uma mãe e um filho caminham juntos enquanto o filho carrega uma bandeira
common_voice_pt_19401585.wav,165932,a avaliação deve ser estendida para outros conjuntos de dados
common_voice_pt_19857554.wav,298028,uma mulher está pagando por uma compra enquanto outras duas mulheres olham para revistas
common_voice_pt_19857555.wav,131372,aguarde o sinal
common_voice_pt_19857558.wav,142892,quatro pessoas balançando em um balanço
common_voice_pt_19555330.wav,157484,um jovem rapaz de camisa vermelha entra em uma rua de terra
common_voice_pt_19555333.wav,165164,as vacinas podem fornecer alguma proteção durante a temporada de gripe
common_voice_pt_19399908.wav,200492,o homem olhou para o anjo surpreso
common_voice_pt_19399909.wav,137516,ele não podia ajudá lo
common_voice_pt_19399910.wav,275756,minha esposa vai ficar comigo a qualquer momento
common_voice_pt_19399912.wav,220460,uma criança está usando uma máscara de snorkel amarela em um banho de espuma
common_voice_pt_19401773.wav,222764,meu professor sempre joga giz em suas pupilas por isso estou usando um capacete
common_voice_pt_19401774.wav,129068,se não for explicado
common_voice_pt_19401775.wav,119852,eu vou apostar
common_voice_pt_19401776.wav,153644,essa é uma desvantagem inerente
common_voice_pt_19401777.wav,151340,uma menina está bebendo de um bebedouro
common_voice_pt_19957625.wav,305708,encontre o calendário para um beijo antes de morrer
common_voice_pt_19957627.wav,125228,mas eu não tenho isso
common_voice_pt_19957628.wav,139820,o medo mantém a vinha
common_voice_pt_20009466.wav,149804,um close de uma menina em um balanço
common_voice_pt_20009467.wav,205868,ele não era um trabalhador mas ele tinha seu sangue
common_voice_pt_20009468.wav,215084,uma jovem está vendendo brinquedos estranhos e frutas ao lado de uma rua
common_voice_pt_20009469.wav,226604,adicionar o álbum de bernd begemann à minha lista de reprodução da minha vida
common_voice_pt_20009471.wav,132908,mas há também uma razão social
common_voice_pt_19777629.wav,198188,quando o nosso avião decola novamente
common_voice_pt_19777630.wav,145964,uau olha o quão profundo é esse canyon
common_voice_pt_19777632.wav,140588,um empregado limpa mesas em um restaurante
common_voice_pt_19777633.wav,161324,uma fila esperando para entrar em um filme
common_voice_pt_19787423.wav,94508,o tronco de uma estátua
common_voice_pt_19787424.wav,134444,uma pessoa em um longo corredor está andando
common_voice_pt_19612294.wav,194348,ele gostou da água em seu copo
common_voice_pt_19612295.wav,142124,karen não virá hoje
common_voice_pt_19612296.wav,194348,esta é a imagem de seis crianças asiáticas com pandeiros
common_voice_pt_19612297.wav,130604,um homem e seu filho no lago
common_voice_pt_19895790.wav,225068,uma competição em cavalos em um dia bonito entre o verde
common_voice_pt_19895793.wav,155948,as pessoas tomam lições de kickboxing no parque
common_voice_pt_19895795.wav,178988,as vacinas podem fornecer alguma proteção durante a temporada de gripe
common_voice_pt_19895796.wav,221228,cinco trabalhadores da construção civil em capacetes e coletes amarelos estão ocupados no trabalho
common_voice_pt_19438866.wav,128300,a caneta é mais forte do que a espada
common_voice_pt_19438867.wav,137516,é sábio compreender o todo
common_voice_pt_19438869.wav,118316,acho melhor eu ir embora
common_voice_pt_19804620.wav,174380,fumar em locais onde é proibido por razões de segurança e higiene
common_voice_pt_19804623.wav,105260,mas como
common_voice_pt_19401551.wav,169004,muito melhor disse o velho
common_voice_pt_19401552.wav,165164,a viagem estava chegando ao fim
common_voice_pt_19401553.wav,134444,paris parecer ser um bom destino
common_voice_pt_19488119.wav,110636,uma tigela de arroz
common_voice_pt_19488120.wav,183596,não havia como todos saberem sobre alquimia
common_voice_pt_19488122.wav,238124,eu quero ouvir merry go round por gary nichols do groove shark por favor
common_voice_pt_19629829.wav,91436,encontre filmes animados na área
common_voice_pt_19629831.wav,145964,um homem velho em uma jaqueta vermelha está dormindo lá fora
common_voice_pt_19629833.wav,169004,um homem está cantando em um microfone e outro homem está tocando violão
common_voice_pt_19629838.wav,82988,qual será o tempo aqui
common_voice_pt_19401454.wav,136748,eu irei explicar isso na classe hoje
common_voice_pt_19401455.wav,163628,esta pessoa está escalando o lado de uma montanha
common_voice_pt_19401457.wav,193580,infelizmente meu sonho de se tornar um sussurro de esquilo pode nunca acontecer
common_voice_pt_19401458.wav,146732,até mesmo wenchuang tem que colocar novos elementos
common_voice_pt_19817908.wav,130604,estar constantemente brigando
common_voice_pt_19817910.wav,107564,eu estou tão feliz
common_voice_pt_19817911.wav,106028,por favor carteiro
common_voice_pt_19549938.wav,176684,reservar uma mesa em big city burrito em tower city
common_voice_pt_19549939.wav,182828,os quatro músicos estão se preparando para tocar seus instrumentos
common_voice_pt_19549940.wav,182828,duas meninas que desenham veleiros com giz no lado do concreto
common_voice_pt_19549942.wav,203564,durante os testes de entrada todos os candidatos terão acesso aos vestiários
common_voice_pt_19402827.wav,112172,quem criou o universo
common_voice_pt_19402828.wav,113708,às vezes preciso de dinheiro
common_voice_pt_19402830.wav,116780,apenas se apresse e chegue aqui
common_voice_pt_19402831.wav,178988,a mulher está posando de salto alto em uma escada enferrujada
common_voice_pt_19529023.wav,167468,um homem que rema um caiaque ao longo da costa de um rio
common_voice_pt_19529025.wav,163628,tocar enquanto esperávamos por sippie wallace no vimeo
common_voice_pt_19529026.wav,92204,eu não quero te apressar
common_voice_pt_19529027.wav,148268,o piquenique foi arruinado por uma banda marcial
common_voice_pt_19401415.wav,126764,são um par de olhares vagarosos
common_voice_pt_19401417.wav,209708,enquanto observava o gato lavou as orelhas e depois se acomodou para dormir
common_voice_pt_19450322.wav,134444,eu não quero
common_voice_pt_19450327.wav,130604,compromisso de longo prazo
common_voice_pt_20078469.wav,200492,dois homens estão rindo na frente de uma luz
common_voice_pt_20078470.wav,99884,muito boa tarde
common_voice_pt_20078471.wav,152108,um tambor sendo tocado com dois paus
common_voice_pt_20078472.wav,183596,diga me a previsão do tempo aqui em sete anos
common_voice_pt_20078473.wav,155180,um homem moreno jogando rugby
common_voice_pt_19420075.wav,206636,parece velho e sábio
common_voice_pt_19420077.wav,228908,um homem novo e uma mulher que desgastam a dança vermelha
common_voice_pt_19420078.wav,97580,largue essa cadeira
common_voice_pt_19420080.wav,102956,eles podem fazer café da manhã
common_voice_pt_19420081.wav,136748,esta página foi editada pela última vez
common_voice_pt_19401486.wav,157484,todas as mangueiras estão conectadas ao cubo defeituoso
common_voice_pt_19401487.wav,184364,um homem e uma mulher sentados em uma mesa com bebidas e conversas profundas
common_voice_pt_19401488.wav,157484,esperar para ouvir a mãe da garota no rádio seria o melhor
common_voice_pt_19401489.wav,122924,ainda gosto de mim conversando com ela
common_voice_pt_19401490.wav,145964,um caminhão tanque fazendo uma entrega para um mercado
common_voice_pt_19421107.wav,140588,apenas água quente depois de sair da estação
common_voice_pt_19421108.wav,153644,amigos como os queremos e parentes como deus lhes dá
common_voice_pt_19421109.wav,99884,quem escreveu essa música
common_voice_pt_19421110.wav,109868,vou escrever mais devagar
common_voice_pt_19421111.wav,109868,existem dois desafios
common_voice_pt_19335121.wav,107564,como eu antes
common_voice_pt_19335122.wav,126764,não deixe que ele coma muitos morangos
common_voice_pt_19335123.wav,145964,o amor exigia que ficassem com as pessoas que amavam
common_voice_pt_19335124.wav,119084,eu preciso de uma faca no meu rosto
common_voice_pt_19499266.wav,122156,eu tenho uma casa em luzhou
common_voice_pt_19499269.wav,154412,qualquer um pode fazer isso ele disse
common_voice_pt_19396206.wav,217388,acho que eles perceberam que nada deveria ser feito no momento
common_voice_pt_19396207.wav,111404,homem de pé enquanto usava um capacete
common_voice_pt_19396208.wav,117548,poucas palavras e muitos atos
common_voice_pt_19396209.wav,102188,não pare de ler esse livro por nada
common_voice_pt_19360833.wav,107564,agora será com esperança
common_voice_pt_19360834.wav,165164,lembre se que há um segundo ano fora
common_voice_pt_19360836.wav,109100,será mais frio no texas
common_voice_pt_19547174.wav,134444,o gato sentou se na cerca
common_voice_pt_19547175.wav,140588,tenha melhores alunos e ex alunos
common_voice_pt_19364263.wav,201260,scanners com alimentadores automáticos de documentos realmente existem
common_voice_pt_19364267.wav,203564,o tempo devia estar em algum lugar por volta das seis horas
common_voice_pt_19337452.wav,161324,de noite o alarme despertou o de um sono profundo
common_voice_pt_19337454.wav,117548,a fronteira era fortemente vigiada
common_voice_pt_19337456.wav,155948,a fita vermelha ligava a comida contrabandeada
common_voice_pt_19372578.wav,161324,um homem fica segurando um instrumento de cordas
common_voice_pt_19372580.wav,158252,aqui também outro estágio importante da minha vida também começaria
common_voice_pt_19372581.wav,109868,negros falando no mercado
common_voice_pt_19357565.wav,162860,a terceira onda de revolução industrial
common_voice_pt_19357566.wav,276524,duas mulheres em vestidos brancos estão passando por uma foto de pessoas jogando golfe
common_voice_pt_19357568.wav,181292,parecia que estavas chateada comigo
common_voice_pt_19357569.wav,245804,motocicletas estão estacionadas atrás de uma cerca em uma rua movimentada
common_voice_pt_19791961.wav,268844,um homem cozinha frango na churrasqueira enquanto outros gostam de comida ao fundo
common_voice_pt_19791962.wav,230444,uma mulher em um chapéu negro em pé atrás de um carrinho de boneca
common_voice_pt_19791965.wav,119852,uma criança regar plantas em um quintal
common_voice_pt_19628293.wav,170540,uma mãe e seus dois filhos sentam se para descansar
common_voice_pt_19628294.wav,185900,crianças e adultos nadam na grande piscina com escada vermelha
common_voice_pt_19628295.wav,149804,classifique um zero ponto de conflito de visões
common_voice_pt_19628296.wav,178220,um homem está empurrando seu carrinho de lanche pintado de azul pela rua
common_voice_pt_19628297.wav,96044,eu preciso de mais um
common_voice_pt_19785294.wav,123692,um garoto salta uma pedra em um riacho
common_voice_pt_19785296.wav,225836,duas raparigas que prendem retratos de uma preguiça em uma multidão dos povos
common_voice_pt_19785297.wav,198188,aparentemente são os bolinhos que fazem com que o ensopado seja tão bom
common_voice_pt_19785298.wav,109868,por favor carteiro
common_voice_pt_19361846.wav,234284,encontre os horários dos filmes no bow tie cinemas
common_voice_pt_19361847.wav,207404,eu mesmo não ouvi nada disso
common_voice_pt_19361849.wav,153644,ninguém sabe disso
common_voice_pt_20118797.wav,205868,homem que trabalha no andaime no local de trabalho da construção
common_voice_pt_20118799.wav,148268,mãe de mãe e filha prato de cobre
common_voice_pt_20118800.wav,172844,um motorista de carro de corrida está segurando um troféu
common_voice_pt_20118801.wav,244268,de acordo com o sinal sem estacionamento hoje por causa da filmagem do filme
common_voice_pt_19403706.wav,196652,um homem de uniforme carregando um arbusto
common_voice_pt_19403709.wav,175916,há cinco meninos girando em um merrygoround
common_voice_pt_19403710.wav,153644,serviço de emprego da cidade de taipei
common_voice_pt_19403711.wav,155180,a fofoca está terminada abra a honra
common_voice_pt_19403712.wav,152876,este é um menino e seu pai jogando um jogo de tabuleiro
common_voice_pt_19334555.wav,192044,eu tenho uma casa em luzhou
common_voice_pt_19334558.wav,157484,parece que ela pode manter kathy na ponta dos pés
common_voice_pt_19334560.wav,159788,casal jovem em trajes formais de mãos dadas
common_voice_pt_19334562.wav,192044,como vai ser o tempo o vigésimo terceiro na cidade de valor
common_voice_pt_19288528.wav,149804,onde está a cabra velha
common_voice_pt_19288530.wav,190508,dois meninos pequenos jogam em um carrinho de compras em um estacionamento
common_voice_pt_19288532.wav,134444,todos eles se reuniram em manchester
common_voice_pt_19541813.wav,143660,uma sombra que deixa medo em seu coração
common_voice_pt_19541814.wav,123692,o aflito era aparente
common_voice_pt_19541815.wav,131372,não fique técnico em um momento como este
common_voice_pt_19541816.wav,123692,temos que tirar essa mesa daqui
common_voice_pt_19497043.wav,169004,e claro não é muito personalizável
common_voice_pt_19497044.wav,145964,a risada grosseira encheu a sala vazia
common_voice_pt_19497046.wav,149804,anthony manteve se ocupado contando pombos
common_voice_pt_19497047.wav,113708,eu corri para comprar ingressos
common_voice_pt_19366378.wav,117548,segure a capa
common_voice_pt_19366379.wav,215084,eles fizeram o garoto continuar cavando mas ele não encontrou nada
common_voice_pt_19366381.wav,203564,cinco senhoras bonitas ouvindo um apresentador de talk show
common_voice_pt_19457536.wav,63788,eu já te disse
common_voice_pt_19457537.wav,134444,salvador da manufatura tradicional
common_voice_pt_19457539.wav,175148,qualquer um que queira subir em uma árvore começa abaixo não no topo
common_voice_pt_19457541.wav,96044,ela quer ficar sozinha
common_voice_pt_19401526.wav,157484,ela retraiu sua declaração
common_voice_pt_19401527.wav,184364,dois homens que vestem chapéus andam por uma parede velha
common_voice_pt_19401528.wav,153644,uma mulher segura seus dois filhos no meio da multidão
common_voice_pt_19401529.wav,86828,mesmo de lado
common_voice_pt_19401530.wav,88364,saiba mais
common_voice_pt_19580512.wav,163628,dois jovens estão envolvidos em uma luta de almofadas ao ar livre na cidade
common_voice_pt_19580513.wav,144428,um fã de ozzy osbourne considera seu café da manhã
common_voice_pt_19580515.wav,98348,este é um garoto com um skate
common_voice_pt_19580516.wav,142124,uma criança brincando em uma scooter vermelha
common_voice_pt_19588813.wav,167468,um homem em um capacete toca um instrumento elétrico
common_voice_pt_19588814.wav,159788,uma mulher brinca ao vento com um cachorro marrom peludo
common_voice_pt_19601510.wav,129836,adolescentes se divertindo
common_voice_pt_19601511.wav,140588,dois meninos espirram na água do lado de fora
common_voice_pt_19601512.wav,122924,o cão de colarinho está saltando no ar
common_voice_pt_19369095.wav,130604,a vida é uma boa professora que merece um bom salário
common_voice_pt_19369096.wav,119084,outro filme que eu não assisti foi jurassic world
common_voice_pt_19369097.wav,109868,o canteiro de obras estava desocupado
common_voice_pt_19369099.wav,109868,como os escrevemos
common_voice_pt_19453257.wav,149804,um grupo de motociclistas em uma corrida
common_voice_pt_19453258.wav,109100,claro que funciona
common_voice_pt_19453259.wav,132140,eu pensei que não havia eletricidade
common_voice_pt_19453260.wav,115244,cinco pessoas foram liberadas
common_voice_pt_19494039.wav,119084,como ela está em casa
common_voice_pt_19494042.wav,96044,abaixe o volume do quarto
common_voice_pt_19494044.wav,142124,o milho doce provou melhor grelhado
common_voice_pt_19494045.wav,121388,amanda e luana tinham o mesmo gosto
common_voice_pt_19375565.wav,92204,bem eu gosto disso
common_voice_pt_19375566.wav,232748,cinco pessoas usando camisetas azuis escuras fazem uma apresentação ao ar livre
common_voice_pt_19375567.wav,142124,um homem e seu filho olhando um mimo
common_voice_pt_19375568.wav,113708,isso é uma boa quantia para começar
common_voice_pt_19375569.wav,129068,a dança da tarde começa às oito
common_voice_pt_19493432.wav,218156,um homem com brincos cortando o cabelo de outro homem
common_voice_pt_19493435.wav,137516,o cabelo dela descia pelas costas
common_voice_pt_19493436.wav,119852,então ele se virou para o menino
common_voice_pt_19605693.wav,153644,o homem está caindo de uma corda balançando em um rio calmo
common_voice_pt_19605694.wav,177452,um menino usando um boné de beisebol pula no ar perto de alguns degraus
common_voice_pt_19605695.wav,150572,um pescador senta se em seu barco reparando sua rede
common_voice_pt_19523636.wav,290348,eu vou lançar um feitiço perigoso
common_voice_pt_19523639.wav,116012,o coração ainda é muito culpado
common_voice_pt_19415161.wav,238892,teatro completo de natália correia vai ser editado pela imprensa nacional
common_voice_pt_19415162.wav,110636,eu sempre fui pontual
common_voice_pt_19415163.wav,189740,um vendedor do lado da rua que vende lanches e refrigerantes
common_voice_pt_19415164.wav,147500,ela é gentil e doce e atenciosa
common_voice_pt_19415165.wav,214316,obrigação de emissão de fatura para todas as transmissões de bens
common_voice_pt_19487394.wav,136748,ainda há muitas idéias para fortalecer
common_voice_pt_19487395.wav,128300,não é sempre que o dinheiro pode salvar a vida de alguém
common_voice_pt_19487396.wav,172844,ela e suas amigas estão sempre contra sistemas de controle
common_voice_pt_19406551.wav,182828,assim como o sol de inverno
common_voice_pt_19406553.wav,130604,moeda de noventa dias
common_voice_pt_19406556.wav,153644,garçom rei e imperador
common_voice_pt_19406557.wav,152108,ainda não é rápido para recolher a mesa
common_voice_pt_19406558.wav,184364,ronnie assistiu com horror quando o espelho se transformou
common_voice_pt_19573623.wav,184364,um homem de casaco marrom andando sozinho até um lance de escadas
common_voice_pt_19573624.wav,175148,um cão branco segura um pedaço de pau na boca quando sai da água
common_voice_pt_19573625.wav,117548,um garoto com uma bola de basquete
common_voice_pt_19573626.wav,109868,um homem moreno jogando rugby
common_voice_pt_19573627.wav,111404,quem é essa garota que ela vai se casar
common_voice_pt_19673274.wav,109100,caiu à tarde
common_voice_pt_19673275.wav,261164,a cera de parafina é um ingrediente importante de uma vela
common_voice_pt_19673276.wav,213548,o primeiro ano mais gasta a morte do que o vivo
common_voice_pt_19673277.wav,256556,um homem em uma camisa branca tocando um violão preto e branco
common_voice_pt_19673278.wav,278060,um homem com uma roupa azul está balançando uma espada no ar
common_voice_pt_19401724.wav,130604,cães perseguem um ao outro
common_voice_pt_19401725.wav,176684,mark desatou o pacote com cuidado
common_voice_pt_19401726.wav,132908,forma de resolução
common_voice_pt_19401727.wav,136748,o evento será no final de semana
common_voice_pt_19401728.wav,135212,meus filhos são todos tolos
common_voice_pt_19404158.wav,228908,um grupo de pessoas remando um grande barco a remos no lago
